title
created_by_gmsh

problem
loadfactor

element_type
T4

material
druckerprager
1.0 20.0

elements  22016
      1   3039   3619   3284   4684
      2   3372   3247   4423   4756
      3    718   3726   3180   3871
      4   2824   3286   3199   3287
      5   2988   3342   3069   3455
      6   3125   3626   3510   4673
      7   3401   3770   3070   3954
      8   2584   3272   2329   3910
      9   1060   1363   1367   4437
     10   3543   3755    897   4278
     11   1914   1911   1899   3530
     12   2878   3814   3154   4959
     13   3602   3673   3000   4912
     14   2655   3145   2334   4127
     15   3529   3727   3195   4341
     16   2951   3517   3398   3530
     17   1296   3509   3190   4758
     18   3008   3282   3128   3778
     19   3256   3659    673   4055
     20   3537   3844   3005   4581
     21   3339   3664   3616   4430
     22   3175   3372   2927   3713
     23   1885   4091   4001   4190
     24   2875   3550   3334   4073
     25    663    533   3227   3759
     26   3291   3580   3185   4275
     27   2923   3623   3568   3855
     28   2487   3414   3280   3829
     29    752   3261    546   4009
     30   1230   1553   1226   4049
     31   3148   3588   2910   4878
     32   3250   3950   3408   4397
     33   2584    931   3272   3910
     34   2322   2660   3246   4119
     35   3122   3559   3349   4968
     36   3000   3602   3292   3673
     37   3765   4061   3953   4680
     38   3805   4423   3247   4756
     39   2878   3772   3154   3814
     40   1914   1899   3203   3530
     41   3086   3561   4461   4624
     42   3096   3841   3271   4196
     43   2996   3404   3230   3654
     44   3398   3530   3517   3832
     45   3096   4003   3841   4196
     46   2860   2997   3840   4400
     47   2002   3452   3066   4018
     48   1214   1220   1513   4447
     49    663   3227    533   4560
     50   3145   3304   2915   3666
     51   1676   3402   1668   3822
     52    560   3401   3261   4512
     53   1580   3290   3240   3952
     54   3112   3463   2904   3989
     55   3626   4382   3510   4673
     56   3586   3854   3072   4475
     57   3221   3631   1910   4192
     58   1907   1855   3534   3922
     59   3403   3547   3038   4098
     60   2979   3667   3609   3791
     61   2758   3179   3810   3921
     62   2846   3373   3384   3699
     63   2758   3810   2292   3921
     64   1397   1169   1388   3715
     65   1238   3290   1580   3952
     66   2334   3145   2655   3666
     67   2923   3137   3623   3855
     68   2888   3081   3779   4473
     69   2961   3112   3736   4096
     70   3230   3654   3404   4057
     71    752    297    546   3261
     72   2940   3201   3609   3671
     73   3358   3385   2870   4632
     74   1545   3264   1230   4049
     75   2918   3307   3622   4308
     76   2875   3711   3661   4076
     77   2635   3615   2505   3658
     78   1518   3070   1620   4226
     79    367   3170    633   3820
     80   3105   2875   3334   3711
     81    429   3379   3881   4060
     82   2904   3112   3989   4096
     83   3162   3534   1855   3922
     84   1022   1021   1411   3576
     85   3449   3773   1661   4350
     86   2888   3293   3095   3563
     87   3213   3550   2875   4073
     88   2875   3327   3711   4076
     89   1275   1056   1185   3683
     90   3036   4171   3891   4456
     91    384    751    560   3401
     92   1046   1188   1235   3724
     93   3455   2944   3896   4042
     94    320   3533    786   3708
     95   3080   3372   3175   3713
     96   2923   4293   3205   4586
     97   2290   2688   3564   4366
     98   2935   4424   4510   4670
     99   1496   2973   4240   4922
    100   2979   3609   3201   3671
    101   1545   1230   1226   4049
    102   3654   4057   3230   4547
    103   1440   3106   3304   4062
    104   2995   3404   3325   3654
    105   2635   2505   3615   3837
    106   2868   3352   3297   3834
    107   1496   1219   1212   3979
    108   3568   3623   3029   3855
    109   3832   4265   3398   4314
    110   2937   3664   3339   4430
    111   1939   3244   1952   3355
    112   3024   3746   4252   4819
    113   3104   3613   3529   3929
    114   3030   3377   4173   4495
    115   3306   3453   2874   3983
    116   3021   3869   3699   3877
    117   2997   4400   2860   4526
    118   3311   3038   3403   3547
    119   3420   3016   3776   4026
    120   1952   3355   3244   3865
    121   3255   4044   3189   4328
    122   2487   2662   3280   3414
    123   2916   3446   3092   3761
    124   2972   3782    865   4822
    125   3062   3787   3422   4256
    126   2863   3830   3835   4273
    127   3199   3286   2919   3287
    128   3325   3404   2995   4182
    129   1596   1057   1624   3647
    130   3112   3956   3172   4096
    131   1518   3706   3070   4226
    132   3133   3397   2857   3406
    133   3088   3515   3234   3955
    134   3292   3332   2932   3469
    135   2875   3213   4073   4745
    136   2916   3092   3446   4149
    137   3625   3675   3383   4419
    138   2939   3184   3624   4093
    139    284   4360   3360   4525
    140    751    560   3401   3770
    141   3087   2894   3378   4771
    142   2844   3389   3005   4581
    143   3430   4004   3971   4189
    144   3526   4732   2910   4878
    145   1290   1110   1602   4045
    146   3422   3787   2902   4256
    147   2923   3155   4293   4586
    148   3419   4510   4424   4670
    149   2916   3092   3707   3761
    150   3038   4066   3403   4098
    151   2846   3915   3600   4708
    152   3125   3510   3626   3859
    153   3170   3306   2874   3983
    154   2511   3072   3854   4475
    155   3024   4252   4005   4819
    156   3008   3128   3282   4558
    157   2751   3974   3198   4792
    158   3578   3956   3359   4701
    159   2972    865   3782   4598
    160   3284   4458   3603   4684
    161   3186   3490   2406   3921
    162   3196   3622   3612   4308
    163   2902   3493   3422   4256
    164   2844   3005   3844   4581
    165   1144   3190   3509   3734
    166   3096   3549   3271   3841
    167   2916   3446   3078   3981
    168   3549   3841   3096   4003
    169   2874   3983   3453   4131
    170    633   3170    367   3708
    171   2420   3676   3242   3893
    172   2939   3624   3685   4093
    173   2678   2790   3238   3570
    174   2937   3616   3339   3664
    175   2873   3171   3408   3836
    176   3046   2833   3312   4516
    177    835    296   3174   4326
    178    429   3881   3535   4060
    179   2876   3775   3442   4066
    180   1005   3284   3754   3852
    181   2107   3244   1939   3355
    182   2839   3735   2854   3840
    183   3112   2961   3956   4096
    184   1765   3315   4265   4314
    185   3404   3654   2995   4057
    186   2899   2936   2882   3367
    187   3061   3641   3396   4046
    188   3612   3622   3046   4308
    189   3243   4237   3518   4353
    190   3766   3896   2944   4042
    191   2833   3046   3612   4516
    192   3384   3934   3358   3971
    193   2491   3760   3085   4636
    194   2916   3446   3981   4149
    195   1563   1580   1037   3952
    196   3441   3515   3043   3769
    197   2932   3332   3292   3911
    198   2870   3541   3554   3721
    199   3433   3525   2029   4685
    200   1668   3822   3402   3823
    201   2895   3261   3677   3770
    202   3569   3838   2503   4011
    203   2979   3201   3371   3671
    204   2708   2406   3490   3921
    205   2905   3985   3650   4372
    206   3012   3381   3144   3579
    207   1620   3447   3070   3954
    208   2923   3389   3137   3855
    209    834    437   3867   4223
    210   3157   3680   2871   3800
    211   2951   3530   3398   3894
    212   2833   3612   3660   4516
    213   3760   3837   3085   4636
    214   3096   3004   3380   4492
    215   1897   3679   3497   3988
    216   1030   1033   3804   4897
    217   1997   3885   3628   4268
    218   1215   1514   3872   4509
    219   2759   2453   3878   4212
    220    898   3543    897   4278
    221   3614   4217   3156   4955
    222   3215   3397   3148   4194
    223   2299   3280   2662   3414
    224   3764   4082   1612   4467
    225   2874   3949   3170   3983
    226   3653   4107   4046   4712
    227   1423   1024   1435   4803
    228   3493   3747   2033   4522
    229   3070   3447   1620   4226
    230   2995   3928   4182   4216
    231   2988   3069   3342   3960
    232   3095   3727   3529   4341
    233   2918   3622   3399   4308
    234   1440   3304   3106   3548
    235   2511   3854   3586   4475
    236   2880   3971   3430   4004
    237   2876   4066   3442   4730
    238   3234   3515   2879   3955
    239   3127   3859   3221   4192
    240    320    786   3325   3708
    241    962    990    866   3280
    242   3626   3859   3510   4382
    243   3008   3282   3144   4184
    244   3062   3422   3493   4256
    245   3355   3575   2872   4463
    246   3292   3602   3000   4006
    247   3530   3832   3398   3894
    248   2094    588   3227   4138
    249   3420   3776   3016   3965
    250   3272   3348    928   3619
    251   1513   1220   1533   4922
    252   2970   3453   3393   4512
    253   1573   1046   1235   3258
    254   2723   2532   3521   3666
    255   1620   3070   1600   3954
    256    958    857    928   3272
    257   1238   1580   3290   4059
    258   2002   3066   3452   3710
    259   3061   4107   3653   4712
    260   3237   3384   3373   3699
